City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,sao paulo de olivenca,-3.3783,-68.8725,23.43,94,83,1.23,BR,1691971926
364,les cayes,18.2,-73.75,26.88,80,12,0.44,HT,1691971926
365,tuy hoa,13.0833,109.3,28.65,68,85,3.85,VN,1691971926
366,borogontsy,62.6683,131.1683,20.21,43,100,4.6,RU,1691971926
367,puerto colombia,10.9878,-74.9547,28.42,83,6,8.29,CO,1691971926
368,plouzane,48.3833,-4.6167,17.1,94,100,6.69,FR,1691971927
369,morondava,-20.2833,44.2833,21.99,68,83,4.1,MG,1691971927
370,weno,7.4515,151.8468,27.97,83,100,2.06,FM,1691971927
371,uzgen,40.7699,73.3007,19.16,41,33,3.25,KG,1691971927
372,callao,-12.0667,-77.15,22.62,68,0,4.63,PE,1691971927
373,nanao,37.05,136.9667,32.96,80,75,3.26,JP,1691971709
374,pundong,-7.9522,110.3486,22.92,84,27,2.41,ID,1691971927
375,crescent city,41.756,-124.2018,24.85,73,63,2.7,US,1691971928
376,tarawa,1.419,172.984,28.05,83,75,3.09,KI,1691971928
377,ilhabela,-23.7781,-45.3581,18.6,92,100,3.65,BR,1691971928
378,samus',56.7475,84.6992,11.67,93,99,0.73,RU,1691971928
379,saint-philippe,-21.3585,55.7679,20.77,84,40,5.6,RE,1691971633
380,katagum,12.2867,10.3527,25.35,75,62,2.46,NG,1691971928
381,chimbarongo,-34.7,-71.05,11.83,86,80,1.24,CL,1691971928
382,tete,-16.1564,33.5867,20.14,46,0,1.68,MZ,1691971929
383,krymsk,44.9293,37.9912,20.4,57,0,2.56,RU,1691971929
384,bozoum,6.3193,16.3799,19.71,97,96,1.12,CF,1691971929
385,tolanaro,-25.0319,46.9987,19.76,91,96,1.77,MG,1691971929
386,glace bay,46.1969,-59.957,20.5,82,100,2.24,CA,1691971929
387,kapuskasing,49.4169,-82.4331,17.06,65,71,2.49,CA,1691971742
388,akureyri,65.6835,-18.0878,7.96,81,0,2.57,IS,1691971929
389,balabac,7.9868,117.0645,28.1,76,100,1.64,PH,1691971929
390,mugia,43.1041,-9.2179,16.62,72,21,0.38,ES,1691971930
391,porto velho,-8.7619,-63.9039,20.94,97,100,1.45,BR,1691971850
392,impfondo,1.6381,18.0667,21.84,95,53,0.95,CG,1691971930
393,bubanza,-3.1167,29.4,21.86,60,9,1.22,BI,1691971930
394,kakata,6.53,-10.3517,24.49,97,99,0.95,LR,1691971930
395,kuta,-8.7233,115.1723,25.0,78,75,2.24,ID,1691971882
396,ivdel',60.6911,60.4206,15.47,70,93,1.74,RU,1691971930
397,federal,-30.9547,-58.7833,10.28,36,6,4.17,AR,1691971931
398,shevchenko,48.5,35.0,20.4,49,0,1.32,UA,1691971931
399,pacific grove,36.6177,-121.9166,26.25,86,20,3.09,US,1691971931
400,hami,42.8,93.45,25.49,28,0,3.14,CN,1691971931
401,necochea,-38.5473,-58.7368,12.56,46,69,10.1,AR,1691971931
402,alo,7.4178,6.7371,23.32,97,100,2.1,NG,1691971931
403,bel ombre,-4.6167,55.4167,25.91,78,40,7.72,SC,1691971931
404,paghman,34.5875,68.9533,14.97,34,0,1.39,AF,1691971931
405,okhotsk,59.3833,143.3,18.57,69,98,4.12,RU,1691971932
406,brejinho,-6.1908,-35.3567,21.68,84,39,6.61,BR,1691971932
407,belmonte,-15.8631,-38.8828,20.28,92,8,1.09,BR,1691971932
408,lazaro cardenas,17.9583,-102.2,29.99,77,6,2.48,MX,1691971889
409,hastings,50.8552,0.5729,17.73,44,100,4.23,GB,1691971750
410,kristiansund,63.1115,7.732,15.03,94,75,3.09,NO,1691971932
411,mogadishu,2.0371,45.3438,25.0,87,39,6.28,SO,1691971932
412,rio de janeiro,-22.9028,-43.2075,20.0,100,100,3.09,BR,1691971737
413,san jose de jachal,-30.2406,-68.7469,17.71,20,22,2.43,AR,1691971933
414,nacala,-14.5428,40.6728,19.59,97,8,1.36,MZ,1691971933
415,trincomalee,8.5711,81.2335,27.08,72,53,8.85,LK,1691971933
416,al kharijah,25.4514,30.5464,28.28,28,0,3.06,EG,1691971933
417,cidreira,-30.1811,-50.2056,8.38,83,6,0.97,BR,1691971933
418,shihezi,44.3,86.0333,19.3,49,94,1.97,CN,1691971933
419,arno,60.1167,18.6333,14.32,95,11,3.2,SE,1691971933
420,east ballina,-28.8667,153.5833,22.11,61,4,2.05,AU,1691971933
421,howrah,22.5892,88.3103,27.0,94,75,0.0,IN,1691971934
422,usogorsk,63.4106,48.6872,18.04,80,63,1.96,RU,1691971934
423,datia,25.6667,78.4667,25.06,81,100,2.65,IN,1691971934
424,colonia,50.9333,6.95,18.31,80,0,3.09,DE,1691971934
425,ambasa,23.9172,91.8472,24.3,99,100,1.2,IN,1691971934
426,khalkhal,37.6189,48.5258,14.68,58,0,3.38,IR,1691971934
427,yelizovo,53.1873,158.3805,18.95,68,20,2.0,RU,1691971934
428,vilyuysk,63.7553,121.6247,19.79,59,80,2.97,RU,1691971934
429,bastia,42.6667,9.3333,24.61,72,0,2.06,FR,1691971935
430,laguna,38.421,-121.4238,38.57,31,0,5.66,US,1691971935
431,kananga,-5.8958,22.4178,22.19,25,5,1.64,CD,1691971935
432,inari,68.906,27.0288,14.11,98,100,1.42,FI,1691971935
433,burang,30.25,81.1667,11.78,90,100,2.72,CN,1691971935
434,at taj,24.2049,23.2857,27.08,29,0,3.9,LY,1691971935
435,mata-utu,-13.2816,-176.1745,27.96,80,99,5.45,WF,1691971935
436,bodo,67.28,14.405,17.1,77,0,6.17,NO,1691971936
437,montmagny,48.9734,2.3469,19.43,76,0,2.06,FR,1691971875
438,imbituba,-28.24,-48.6703,11.04,76,1,0.94,BR,1691971936
439,kongolo,-5.3833,27.0,26.68,34,38,1.69,CD,1691971936
440,sidney,-33.8679,151.2073,15.18,90,75,4.12,AU,1691971688
441,armacao de buzios,-22.7469,-41.8817,20.64,92,100,1.41,BR,1691971936
442,tidjikja,18.5564,-11.4271,33.66,38,16,5.83,MR,1691971936
443,road town,18.4167,-64.6167,30.05,76,2,8.5,VG,1691971718
444,susuman,62.7833,148.1667,23.31,31,48,1.29,RU,1691971937
445,tagta,41.6504,59.9164,20.32,30,3,4.18,TM,1691971937
446,zakamensk,50.3741,103.2863,15.3,99,100,0.84,RU,1691971937
447,ndibene dahra,15.3338,-15.4766,25.5,88,91,2.64,SN,1691971937
448,nha trang,12.25,109.1833,29.0,61,3,0.67,VN,1691971937
449,prince george,53.9166,-122.753,31.25,32,75,6.69,CA,1691971657
450,pisco,-13.7,-76.2167,19.03,77,0,5.14,PE,1691971937
451,port douglas,-16.4833,145.4667,22.1,60,27,2.61,AU,1691971938
452,sitka,57.0531,-135.33,15.94,77,100,4.12,US,1691971938
453,port macquarie,-31.4333,152.9167,21.05,56,84,4.41,AU,1691971938
454,turpan,42.9333,89.1667,29.91,26,41,1.22,CN,1691971938
455,salinopolis,-0.6136,-47.3561,27.6,76,65,4.65,BR,1691971921
456,wenchang,30.904,118.4887,26.96,74,78,0.47,CN,1691971938
457,summerside,46.3959,-63.7876,19.7,92,91,5.39,CA,1691971629
458,namibe,-15.1961,12.1522,17.21,78,9,7.0,AO,1691971938
459,dadukou,26.5479,101.7054,22.44,89,25,0.52,CN,1691971939
460,veraval,20.9,70.3667,26.3,86,100,7.33,IN,1691971939
461,louga,58.7372,29.8453,14.3,98,51,2.39,RU,1691971939
462,ebon,4.582,168.6964,28.66,71,86,2.28,MH,1691971939
463,usinsk,65.9939,57.5281,17.02,93,98,2.53,RU,1691971939
464,thabazimbi,-24.5917,27.4116,16.97,32,1,1.75,ZA,1691971939
465,antsiranana,-12.2787,49.2917,22.44,83,1,5.78,MG,1691971939
466,sedalia,38.7045,-93.2283,26.84,88,75,1.54,US,1691971939
467,el alto,-4.2714,-81.2147,22.81,86,95,5.89,PE,1691971940
468,magadan,59.5667,150.8,23.63,45,6,1.23,RU,1691971940
469,oromocto,45.8351,-66.4792,19.96,93,100,3.09,CA,1691971940
470,sorong,-0.8833,131.25,26.88,78,100,5.37,ID,1691971940
471,ocean shores,46.9737,-124.1563,31.09,71,0,4.63,US,1691971701
472,al bardiyah,31.7561,25.0865,25.75,68,0,5.52,LY,1691971940
473,yanaul,56.2719,54.9309,15.94,65,9,0.13,RU,1691971940
474,ivanivka,46.7208,34.553,20.64,52,0,3.15,UA,1691971940
475,lata,40.1629,-8.3327,12.27,97,46,1.07,PT,1691971940
476,arica,-18.475,-70.3042,18.75,86,6,0.61,CL,1691971707
477,arkhangel'sk,64.5401,40.5433,16.09,97,43,2.06,RU,1691971941
478,valday,57.9747,33.2525,16.76,98,95,3.46,RU,1691971941
479,puerto baquerizo moreno,-0.9,-89.6,23.42,76,57,6.41,EC,1691971941
480,san ignacio,17.1561,-89.0714,29.41,64,98,3.69,BZ,1691971941
481,giado,31.9582,12.0203,20.65,56,0,2.52,LY,1691971942
482,polyarnyye zori,67.3661,32.4981,10.93,87,87,1.33,RU,1691971942
483,aripuana,-9.1667,-60.6333,22.45,91,98,1.67,BR,1691971942
484,andergrove,-21.0833,149.1833,24.8,60,12,0.62,AU,1691971942
485,ermenek,36.6404,32.8918,22.16,36,34,0.75,TR,1691971942
486,xinqing,48.2333,129.5,21.14,95,100,1.09,CN,1691971942
487,tual,-5.6667,132.75,25.6,78,80,9.76,ID,1691971943
488,touros,-5.1989,-35.4608,24.6,80,17,7.49,BR,1691971943
489,gamboma,-1.8764,15.8644,25.29,68,28,2.09,CG,1691971943
490,oslo,59.9127,10.7461,16.5,96,100,3.16,NO,1691971943
491,revelstoke,50.9832,-118.2023,32.07,31,15,0.27,CA,1691971822
492,vylkove,45.4021,29.586,19.71,66,0,2.27,UA,1691971944
493,mo i rana,66.3128,14.1428,15.18,89,100,1.03,NO,1691971944
494,bontang,0.1333,117.5,26.01,80,100,3.54,ID,1691971684
495,port hedland,-20.3167,118.5667,18.03,68,83,2.06,AU,1691971944
496,naze,28.3667,129.4833,26.63,76,6,2.88,JP,1691971944
497,zhangjiakou,40.81,114.8794,23.95,51,84,0.85,CN,1691971920
498,pishin,30.5803,66.9961,22.4,19,1,1.95,PK,1691971945
499,zaysan,47.4667,84.8667,9.81,90,64,3.17,KZ,1691971945
500,kupang,-10.1667,123.5833,25.94,69,7,3.56,ID,1691971689
501,tucuma,-0.1833,-50.05,25.28,86,100,4.85,BR,1691971946
502,puerto aysen,-45.4,-72.7,6.63,100,100,3.04,CL,1691971946
503,usuki,33.1081,131.7878,27.96,73,0,2.25,JP,1691971946
504,micheweni,-4.9667,39.8333,24.4,86,6,5.79,TZ,1691971946
505,barra de santo antonio,-9.4047,-35.5072,23.04,77,29,3.73,BR,1691971709
506,miri,4.4148,114.0089,26.84,78,74,1.4,MY,1691971947
507,dynow,49.8151,22.2339,18.71,70,7,2.54,PL,1691971947
508,labrador city,52.9463,-66.9114,15.95,72,75,2.06,CA,1691971947
509,purificacion,3.8587,-74.9313,31.46,36,100,5.28,CO,1691971949
510,bonthe,7.5264,-12.505,25.26,84,98,4.05,SL,1691971949
511,palikir - national government center,6.9248,158.1611,30.47,70,100,4.12,FM,1691971870
512,najran,17.4924,44.1277,28.29,39,36,2.24,SA,1691971949
513,astara,38.5,48.6667,23.0,39,0,1.61,AZ,1691971950
514,tambura,5.6,27.4667,19.63,95,9,1.24,SS,1691971950
515,solleftea,63.1667,17.2667,12.92,98,88,0.91,SE,1691971952
516,kinablangan,7.6947,126.5503,26.9,79,100,1.15,PH,1691971953
517,arteche,12.2645,125.4048,28.48,73,99,3.2,PH,1691971953
518,kaoma,-14.7833,24.8,13.12,42,2,2.96,ZM,1691971953
519,kidal,18.4411,1.4078,29.54,46,100,6.02,ML,1691971756
520,sao vicente,-23.9631,-46.3919,18.1,26,100,3.42,BR,1691971876
521,ugoofaaru,5.6667,73.0,28.09,69,22,6.37,MV,1691971957
522,swainsboro,32.5974,-82.3337,32.03,70,0,0.0,US,1691971958
523,maragogi,-9.0122,-35.2225,22.84,78,40,3.44,BR,1691971686
524,borzya,50.3833,116.5167,20.45,64,5,1.53,RU,1691971960
525,eastham,41.8301,-69.9739,24.98,81,45,2.68,US,1691971766
526,inhambane,-23.865,35.3833,15.99,88,0,1.74,MZ,1691971961
527,san andres,12.5847,-81.7006,30.01,74,20,5.66,CO,1691971961
528,cururupu,-1.8283,-44.8683,23.12,93,51,1.17,BR,1691971900
529,chipinge,-20.1883,32.6236,12.81,41,0,1.91,ZW,1691971962
530,thunder bay,48.4001,-89.3168,19.99,52,75,2.06,CA,1691971962
531,berani,25.785,68.8069,27.4,75,36,8.37,PK,1691971962
532,saint-pierre,-21.3393,55.4781,20.82,78,0,2.57,RE,1691971962
533,sooke,48.3746,-123.7276,33.27,55,2,3.09,CA,1691971962
534,waldbrol,50.8833,7.6167,17.75,96,12,0.19,DE,1691971962
535,luderitz,-26.6481,15.1594,13.03,73,0,2.73,NA,1691971962
536,kadoma,34.7333,135.5833,29.77,54,86,4.48,JP,1691971963
537,patong,7.8961,98.2966,28.34,80,93,9.06,TH,1691971870
538,savanna-la-mar,18.219,-78.1332,28.97,81,28,2.83,JM,1691971963
539,korla,41.7597,86.1469,23.28,49,37,3.08,CN,1691971963
540,nikol'sk,53.7189,46.0712,21.54,43,100,1.82,RU,1691971963
541,celestun,20.8667,-90.4,28.42,72,99,4.44,MX,1691971963
542,trinidad,-14.8333,-64.9,19.38,66,100,2.17,BO,1691971476
543,fray luis beltran,-39.3167,-65.7667,17.72,39,84,4.13,AR,1691971964
544,christchurch,-43.5333,172.6333,14.62,66,25,1.54,NZ,1691971867
545,sirajganj,24.45,89.7167,26.19,91,100,2.86,BD,1691971964
546,maitum,6.0392,124.4986,28.85,67,89,0.9,PH,1691971964
547,songjianghe,42.1859,127.479,19.09,98,100,1.19,CN,1691971964
548,lake monticello,37.9232,-78.3347,30.81,77,52,0.91,US,1691971964
549,la rioja,42.25,-2.5,16.88,91,24,0.9,ES,1691971736
550,koraput,18.8167,82.7167,20.96,89,100,1.11,IN,1691971964
551,malango,-2.9627,119.9001,21.39,85,70,0.72,ID,1691971965
552,choele choel,-39.2667,-65.6833,17.31,39,81,3.47,AR,1691971965
553,ryotsu-minato,38.0833,138.4333,29.5,71,78,2.66,JP,1691971965
554,suva,-18.1416,178.4415,25.71,73,75,4.12,FJ,1691971965
555,xining,36.6167,101.7667,17.53,50,90,0.58,CN,1691971965
556,san juan,-31.5375,-68.5364,18.31,20,68,1.15,AR,1691971686
557,lagoa,39.05,-27.9833,22.6,75,57,2.79,PT,1691971965
558,wenling,28.3669,121.36,28.9,80,29,1.01,CN,1691971965
559,papao,-17.75,-149.55,27.82,69,89,4.41,PF,1691971966
